DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 15:43:04,280_380V_5A_10,300,221.3,0.09,25,279.4,0,219,
20250320 15:43:05,280_380V_5A_10,300,220.4,0.08,22,279.4,0,219,
20250320 15:43:06,280_380V_5A_10,300,219.7,0.09,25,279.4,0,218.5,
20250320 15:43:07,280_380V_5A_10,300,294.5,0.09,25,279.4,0.3,218.5,
20250320 15:43:07,280_380V_5A_10,300,565.9,0.09,25,279.4,0.4,219,
20250320 15:43:08,280_380V_5A_10,300,693.1,0.09,25,279.4,0.4,218.5,
20250320 15:43:08,280_380V_5A_10,300,701.9,0.09,25,279.4,0,219,
20250320 15:43:09,280_380V_5A_10,300,698.2,4.85,1367,279.6,2.3,219,
20250320 15:43:09,280_380V_5A_10,300,700.9,4.99,1395.5,279.6,2.4,219,
20250320 15:43:10,280_380V_5A_10,300,701.7,4.99,1397,279.5,2.3,219,
20250320 15:43:10,280_380V_5A_10,300,701.4,5,1397,279.7,2.4,219,
20250320 15:43:11,280_380V_5A_10,300,701.4,4.99,1398,279.6,2.4,219,
20250320 15:43:12,280_380V_5A_10,300,701.5,4.99,1395.5,279.5,2.3,219,
20250320 15:43:12,280_380V_5A_10,300,702,5,1397,279.5,2.4,219,
20250320 15:43:13,280_380V_5A_10,300,701.5,5,1397,278.9,2.4,219,
20250320 15:43:13,280_380V_5A_10,300,701.3,4.99,1395.5,288,2.5,218.5,
20250320 15:43:14,280_380V_5A_10,300,686.2,5,1446,289.4,2.4,219,
20250320 15:43:14,280_380V_5A_10,300,687.5,5,1449.5,289.8,2.4,219,
20250320 15:43:15,280_380V_5A_10,300,686.5,4.99,1446,289.3,2.4,219,
20250320 15:43:16,280_380V_5A_10,300,686,4.99,1447,289.1,2.4,218.5,
20250320 15:43:16,280_380V_5A_10,300,687.3,4.99,1445.5,289.1,2.4,218.5,
20250320 15:43:17,280_380V_5A_10,300,686.8,4.99,1449.5,289.8,2.4,218.5,
20250320 15:43:17,280_380V_5A_10,300,685.7,4.99,1449.5,289.8,2.4,218.5,
20250320 15:43:18,280_380V_5A_10,300,686.6,5,1449.5,289.3,2.4,218.5,
20250320 15:43:19,280_380V_5A_10,300,686.5,4.99,1493,299.2,2.4,219,
20250320 15:43:19,280_380V_5A_10,300,686.8,4.99,1499,299.8,2.4,219,
20250320 15:43:20,280_380V_5A_10,300,687.3,4.99,1498,299.6,2.4,219,
20250320 15:43:20,280_380V_5A_10,300,686.7,5,1497,299.4,2.5,219,
20250320 15:43:21,280_380V_5A_10,300,687.2,5,1497,299.5,2.4,219,
20250320 15:43:22,280_380V_5A_10,300,687.1,5,1492.5,299.2,2.4,219,
20250320 15:43:22,280_380V_5A_10,300,687.3,5,1496,299.2,2.4,219,
20250320 15:43:23,280_380V_5A_10,300,686.3,4.99,1494,299.4,2.4,219,
20250320 15:43:23,280_380V_5A_10,300,686.8,4.99,1542.5,308.4,2.5,219,
20250320 15:43:24,280_380V_5A_10,300,687.2,4.99,1544,309.5,2.5,219,
20250320 15:43:25,280_380V_5A_10,300,687.9,4.99,1544,309.5,2.5,219,
20250320 15:43:25,280_380V_5A_10,300,687.5,5,1543,309.4,2.5,219,
20250320 15:43:26,280_380V_5A_10,300,688,5,1546.5,309.3,2.5,218.5,
20250320 15:43:26,280_380V_5A_10,300,687.6,5,1543,309.4,2.5,218.5,
20250320 15:43:27,280_380V_5A_10,300,687.7,5,1548,309.3,2.5,218.5,
20250320 15:43:28,280_380V_5A_10,300,687.9,4.99,1546.5,309.4,2.5,218.5,
20250320 15:43:28,280_380V_5A_10,259,687.2,4.99,1593.5,319.2,2.6,218.5,
20250320 15:43:29,280_380V_5A_10,260,687.3,4.99,1596.5,319.3,2.5,219,
20250320 15:43:30,280_380V_5A_10,260,688.5,4.99,1593,319.3,2.5,219,
20250320 15:43:30,280_380V_5A_10,260,687.1,4.99,1593,319.3,2.5,219,
20250320 15:43:31,280_380V_5A_10,261,687.6,5,1596.5,319.3,2.6,219,
20250320 15:43:31,280_380V_5A_10,260,687.5,5,1593,319.3,2.6,219,
20250320 15:43:32,280_380V_5A_10,260,686.8,5,1596.5,319.3,2.6,219,
20250320 15:43:32,280_380V_5A_10,260,687.5,4.99,1596.5,319.3,2.6,219,
20250320 15:43:33,280_380V_5A_10,260,687.5,5,1596.5,319.3,2.6,219,
20250320 15:43:34,280_380V_5A_10,300,758.9,4.99,1643,328.9,2.8,219,
20250320 15:43:34,280_380V_5A_10,300,766.8,4.99,1641.5,329,2.8,219,
20250320 15:43:35,280_380V_5A_10,300,766.4,5,1644.5,328.9,2.8,219,
20250320 15:43:35,280_380V_5A_10,300,767,5,1646.5,329.3,2.7,219,
20250320 15:43:36,280_380V_5A_10,300,766.1,4.99,1646,328.8,2.7,218.5,
20250320 15:43:36,280_380V_5A_10,300,767.2,4.99,1641,328.9,2.7,218.5,
20250320 15:43:37,280_380V_5A_10,300,767.1,5,1644,328.8,2.8,218.5,
20250320 15:43:37,280_380V_5A_10,300,768,4.99,1645,329.7,2.7,218.5,
20250320 15:43:38,280_380V_5A_10,300,766.7,5,1648.5,329.7,2.7,218.5,
20250320 15:43:39,280_380V_5A_10,300,766.7,4.99,1699,339.3,2.7,218.5,
20250320 15:43:39,280_380V_5A_10,300,767.4,5,1696,339.6,2.8,219,
20250320 15:43:40,280_380V_5A_10,300,767.7,4.99,1698.5,339.6,2.8,219,
20250320 15:43:40,280_380V_5A_10,300,766.4,4.99,1698,339.6,2.8,219,
20250320 15:43:41,280_380V_5A_10,300,767.3,5,1695,339.3,2.8,219,
20250320 15:43:41,280_380V_5A_10,300,766.5,5,1691.5,339,2.8,219,
20250320 15:43:42,280_380V_5A_10,300,767.2,5,1695,339,2.8,219,
20250320 15:43:43,280_380V_5A_10,300,766.6,4.99,1699,339.6,2.8,219,
20250320 15:43:43,280_380V_5A_10,300,766.9,5,1744.5,349.2,2.7,219,
20250320 15:43:44,280_380V_5A_10,300,767.7,5,1748.5,349.2,2.8,219,
20250320 15:43:44,280_380V_5A_10,300,767.4,5,1745.5,349.2,2.7,219,
