DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 09:18:34,280_380V_10A_5,244,803.1,9.99,3294,329.4,5.2,218.5,
20250320 09:18:34,280_380V_10A_5,244,802.9,9.99,3294,329.3,5.2,218.5,
20250320 09:18:35,280_380V_10A_5,243,802.9,10,3289.5,329.4,5.2,218.5,
20250320 09:18:35,280_380V_10A_5,243,802.8,10,3289.5,329.4,5.2,219,
20250320 09:18:35,280_380V_10A_5,245,803.7,9.99,3294,329.4,5.2,218.5,
20250320 09:18:36,280_380V_10A_5,243,802.7,9.99,3294,329.4,5.2,219,
20250320 09:18:37,280_380V_10A_5,244,804.2,10,3294,329.4,5.2,218.5,
20250320 09:18:37,280_380V_10A_5,242,803.6,9.99,3294,329.4,5.2,218.5,
20250320 09:18:38,280_380V_10A_5,244,802.7,9.99,3391.5,339.4,5.2,218.5,
20250320 09:18:38,280_380V_10A_5,222,801.8,10,3391.5,339.5,5.3,218.5,
20250320 09:18:39,280_380V_10A_5,224,802.3,9.99,3394,339.4,5.3,218.5,
20250320 09:18:39,280_380V_10A_5,222,803.1,9.99,3395,339.4,5.3,218.5,
20250320 09:18:40,280_380V_10A_5,221,803.5,9.99,3391.5,339.5,5.4,218.5,
20250320 09:18:40,280_380V_10A_5,225,802.7,10,3391.5,339.4,5.3,218.5,
20250320 09:18:41,280_380V_10A_5,224,802.9,10,3394,339.5,5.3,218.5,
20250320 09:18:41,280_380V_10A_5,223,804.4,9.99,3390.5,339.5,5.3,218.5,
20250320 09:18:42,280_380V_10A_5,223,803.6,9.99,3395,339.4,5.3,218.5,
20250320 09:18:42,280_380V_10A_5,222,802.8,10,3391.5,339.5,5.3,218.5,
20250320 09:18:43,280_380V_10A_5,223,801.9,9.99,3490.5,349.4,5.5,218.5,
20250320 09:18:43,280_380V_10A_5,202,803.2,9.99,3493,349.4,5.5,218.5,
20250320 09:18:44,280_380V_10A_5,200,802.6,9.99,3494,349.4,5.5,218.5,
20250320 09:18:44,280_380V_10A_5,200,802,10,3490.5,349.4,5.5,218.5,
20250320 09:18:45,280_380V_10A_5,201,802.4,10,3490.5,349.4,5.5,218.5,
20250320 09:18:45,280_380V_10A_5,200,802.6,10,3494,349.4,5.5,218.5,
20250320 09:18:46,280_380V_10A_5,202,803.5,9.99,3494,349.4,5.5,218.5,
20250320 09:18:46,280_380V_10A_5,201,803.1,9.99,3489.5,349.3,5.5,218.5,
20250320 09:18:47,280_380V_10A_5,200,802.2,10,3490.5,349.4,5.5,219,
20250320 09:18:47,280_380V_10A_5,202,802.9,9.99,3494,349.4,5.5,219,
20250320 09:18:48,280_380V_10A_5,178,803.3,9.99,3589,359.4,5.6,218.5,
20250320 09:18:49,280_380V_10A_5,178,802.3,10,3590,359.4,5.6,219,
20250320 09:18:49,280_380V_10A_5,178,802.8,10,3590,359.4,5.6,218.5,
20250320 09:18:49,280_380V_10A_5,180,802.1,10,3590,359.3,5.6,218.5,
20250320 09:18:50,280_380V_10A_5,179,803.2,9.99,3593,359.3,5.6,218.5,
20250320 09:18:51,280_380V_10A_5,179,802.7,10,3590,359.3,5.6,218.5,
20250320 09:18:51,280_380V_10A_5,179,802.6,9.99,3593,359.3,5.6,218.5,
20250320 09:18:52,280_380V_10A_5,178,802.5,9.99,3593,359.3,5.6,218.5,
20250320 09:18:52,280_380V_10A_5,178,803.9,10,3589,359.3,5.7,218.5,
20250320 09:18:53,280_380V_10A_5,168,802.6,10,3693,369.3,5.8,218.5,
20250320 09:18:53,280_380V_10A_5,168,803.2,10,3693,369.3,5.8,218.5,
20250320 09:18:54,280_380V_10A_5,168,803.2,9.99,3692,369.2,5.7,218.5,
20250320 09:18:54,280_380V_10A_5,168,802.7,9.99,3693,369.3,5.8,218.5,
20250320 09:18:55,280_380V_10A_5,168,803.5,9.99,3693,369.3,5.8,218.5,
20250320 09:18:55,280_380V_10A_5,168,802.4,10,3689,369.3,5.8,218.5,
20250320 09:18:56,280_380V_10A_5,168,803.2,10,3689,369.3,5.8,218.5,
20250320 09:18:56,280_380V_10A_5,168,802.2,10,3692,369.3,5.8,218.5,
20250320 09:18:57,280_380V_10A_5,168,803.6,9.99,3693,369.3,5.8,218.5,
20250320 09:18:57,280_380V_10A_5,167,802.8,10,3688,369.3,5.8,218.5,
20250320 09:18:58,280_380V_10A_5,179,803.4,10,3793,379.3,5.9,218.5,
20250320 09:18:58,280_380V_10A_5,177,802.4,10,3789,379.4,5.9,218.5,
20250320 09:18:59,280_380V_10A_5,178,802.4,9.99,3794,379.3,5.9,218.5,
20250320 09:18:59,280_380V_10A_5,178,803.7,9.99,3793,379.4,5.9,218.5,
20250320 09:19:00,280_380V_10A_5,179,802.4,9.99,3794,379.3,6,218.5,
20250320 09:19:00,280_380V_10A_5,178,802.9,9.99,3793,379.3,6,218.5,
20250320 09:19:01,280_380V_10A_5,178,802.5,9.99,3793,379.3,5.9,218.5,
20250320 09:19:01,280_380V_10A_5,176,803.4,10,3789,379.3,6,218.5,
20250320 09:19:02,280_380V_10A_5,177,803.3,10,3789,379.3,5.9,218.5,
20250320 09:19:02,280_380V_10A_5,179,803.8,9.99,3794,379.3,5.9,218.5,
20250320 09:19:03,280_380V_10A_5,167,801.9,10,3692,369.2,5.8,218.5,
20250320 09:19:03,280_380V_10A_5,168,803,9.99,3689,369.3,5.8,218.5,
20250320 09:19:04,280_380V_10A_5,167,803.3,9.99,3688,369.2,5.8,218.5,
20250320 09:19:04,280_380V_10A_5,167,802.6,10,3688,369.2,5.8,218.5,
20250320 09:19:05,280_380V_10A_5,167,802.2,10,3689,369.3,5.8,218.5,
20250320 09:19:05,280_380V_10A_5,168,802.7,10,3688,369.3,5.8,218.5,
20250320 09:19:06,280_380V_10A_5,168,802,9.99,3693,369.3,5.8,219,
20250320 09:19:06,280_380V_10A_5,168,803.6,9.99,3692,369.2,5.8,218.5,
20250320 09:19:07,280_380V_10A_5,168,802.2,9.99,3693,369.3,5.8,218.5,
20250320 09:19:07,280_380V_10A_5,168,803,9.99,3693,369.3,5.8,218.5,
20250320 09:19:08,280_380V_10A_5,179,803.6,9.99,3593,359.3,5.6,218.5,
20250320 09:19:08,280_380V_10A_5,178,804.3,9.99,3594,359.3,5.6,218.5,
20250320 09:19:09,280_380V_10A_5,177,802.6,10,3589,359.3,5.6,218.5,
20250320 09:19:09,280_380V_10A_5,180,802.8,10,3589,359.4,5.6,218.5,
20250320 09:19:10,280_380V_10A_5,180,802.8,9.99,3593,359.4,5.6,218.5,
20250320 09:19:11,280_380V_10A_5,178,802.7,10,3589,359.3,5.6,218.5,
20250320 09:19:11,280_380V_10A_5,177,802.3,10,3589,359.3,5.7,218.5,
20250320 09:19:11,280_380V_10A_5,179,803.7,10,3590,359.4,5.6,218.5,
20250320 09:19:12,280_380V_10A_5,180,802.9,10,3593,359.4,5.6,218.5,
20250320 09:19:12,280_380V_10A_5,179,803.5,9.99,3594,359.3,5.6,218.5,
20250320 09:19:13,280_380V_10A_5,201,803.3,9.99,3494,349.4,5.5,218.5,
20250320 09:19:13,280_380V_10A_5,200,803.2,10,3489.5,349.4,5.5,218.5,
20250320 09:19:14,280_380V_10A_5,202,802.9,9.99,3494,349.4,5.5,218.5,
20250320 09:19:14,280_380V_10A_5,200,803.8,9.99,3490.5,349.4,5.5,218.5,
20250320 09:19:15,280_380V_10A_5,200,803,10,3490.5,349.4,5.5,218.5,
20250320 09:19:15,280_380V_10A_5,200,802.9,10,3489.5,349.3,5.5,218.5,
20250320 09:19:16,280_380V_10A_5,201,804.2,9.99,3494,349.4,5.5,218.5,
20250320 09:19:17,280_380V_10A_5,200,802.9,10,3490.5,349.4,5.5,218.5,
20250320 09:19:17,280_380V_10A_5,202,802.6,10,3490.5,349.4,5.5,218.5,
20250320 09:19:18,280_380V_10A_5,202,802.6,9.99,3494,349.4,5.4,218.5,
20250320 09:19:18,280_380V_10A_5,223,803.6,9.99,3395,339.5,5.3,218.5,
20250320 09:19:18,280_380V_10A_5,223,802.8,9.99,3391.5,339.5,5.3,219,
20250320 09:19:19,280_380V_10A_5,222,803.4,10,3391.5,339.5,5.4,219,
20250320 09:19:19,280_380V_10A_5,222,804.1,10,3391.5,339.5,5.3,218.5,
20250320 09:19:20,280_380V_10A_5,223,802.2,9.99,3395,339.5,5.3,219,
20250320 09:19:20,280_380V_10A_5,223,803.5,9.99,3394,339.4,5.3,218.5,
20250320 09:19:21,280_380V_10A_5,222,803.8,9.99,3394,339.4,5.3,218.5,
20250320 09:19:21,280_380V_10A_5,222,802.4,10,3391.5,339.5,5.3,218.5,
20250320 09:19:22,280_380V_10A_5,223,803.3,10,3391.5,339.5,5.3,218.5,
20250320 09:19:22,280_380V_10A_5,224,803.2,10,3394,339.5,5.3,218.5,
20250320 09:19:23,280_380V_10A_5,244,804.6,9.99,3294,329.4,5.2,218.5,
20250320 09:19:23,280_380V_10A_5,243,802.5,10,3290.5,329.4,5.2,218.5,
20250320 09:19:24,280_380V_10A_5,243,803.4,10,3290.5,329.4,5.2,218.5,
20250320 09:19:24,280_380V_10A_5,243,803.4,10,3290.5,329.4,5.2,218.5,
20250320 09:19:25,280_380V_10A_5,245,803.2,10,3290.5,329.4,5.2,219,
20250320 09:19:25,280_380V_10A_5,244,802.4,9.99,3294,329.3,5.2,219,
20250320 09:19:26,280_380V_10A_5,243,802.6,9.99,3294,329.4,5.2,219,
20250320 09:19:26,280_380V_10A_5,243,802.8,10,3289.5,329.3,5.2,219,
20250320 09:19:27,280_380V_10A_5,245,802.8,9.99,3294,329.4,5.2,218.5,
20250320 09:19:27,280_380V_10A_5,244,803.9,10,3294,329.4,5.2,218.5,
20250320 09:19:28,280_380V_10A_5,263,802.3,9.99,3190.5,319.4,5,218.5,
20250320 09:19:28,280_380V_10A_5,261,801.1,10,3194,319.4,5.1,218.5,
20250320 09:19:29,280_380V_10A_5,261,800.6,10,3194,319.4,5,218.5,
20250320 09:19:29,280_380V_10A_5,261,801.7,10,3190.5,319.4,5,218.5,
20250320 09:19:30,280_380V_10A_5,262,801.2,10,3194,319.4,5,218.5,
20250320 09:19:30,280_380V_10A_5,261,802.1,9.99,3189.5,319.3,5,218.5,
20250320 09:19:31,280_380V_10A_5,261,801.3,10,3190.5,319.4,5,218.5,
20250320 09:19:31,280_380V_10A_5,261,801.9,10,3190.5,319.4,5,219,
20250320 09:19:32,280_380V_10A_5,261,801.6,9.99,3193,319.3,5,219,
20250320 09:19:32,280_380V_10A_5,261,800.6,10,3194,319.5,5,218.5,
20250320 09:19:33,280_380V_10A_5,267,793,9.99,3091.5,309.5,4.8,219,
20250320 09:19:33,280_380V_10A_5,253,777,10,3091.5,309.5,4.9,218.5,
20250320 09:19:34,280_380V_10A_5,253,776.8,10,3095,309.5,4.9,218.5,
20250320 09:19:34,280_380V_10A_5,253,776.5,9.99,3095,309.5,4.9,218.5,
20250320 09:19:35,280_380V_10A_5,253,776.3,10,3095,309.5,4.9,218.5,
20250320 09:19:36,280_380V_10A_5,254,776,10,3095,309.5,4.9,218.5,
20250320 09:19:36,280_380V_10A_5,254,775.7,10,3096,309.5,4.9,218.5,
20250320 09:19:36,280_380V_10A_5,253,777.4,9.99,3095,309.5,4.9,218.5,
20250320 09:19:37,280_380V_10A_5,253,776.7,10,3095,309.5,4.9,218.5,
20250320 09:19:37,280_380V_10A_5,254,776.6,10,3095,309.5,4.9,219,
20250320 09:19:38,280_380V_10A_5,249,754.2,10,2993,299.6,4.7,219,
20250320 09:19:38,280_380V_10A_5,246,752.8,9.99,2996,299.5,4.8,219,
20250320 09:19:39,280_380V_10A_5,244,750.8,9.99,2996,299.6,4.8,219,
20250320 09:19:40,280_380V_10A_5,244,751.6,9.99,2996,299.6,4.7,218.5,
20250320 09:19:40,280_380V_10A_5,245,751.4,10,2993,299.6,4.7,219,
20250320 09:19:41,280_380V_10A_5,245,751.9,9.99,2996,299.6,4.7,218.5,
20250320 09:19:41,280_380V_10A_5,244,751,10,2996,299.6,4.7,218.5,
20250320 09:19:42,280_380V_10A_5,246,752.3,10,2992,299.6,4.7,218.5,
20250320 09:19:42,280_380V_10A_5,246,751.8,9.99,2996,299.6,4.7,218.5,
20250320 09:19:43,280_380V_10A_5,264,752.3,10,2893,289.5,4.6,218.5,
20250320 09:19:43,280_380V_10A_5,240,727.2,9.99,2896,289.6,4.5,218.5,
20250320 09:19:44,280_380V_10A_5,238,726.1,9.99,2892,289.6,4.5,218.5,
20250320 09:19:44,280_380V_10A_5,237,726.7,10,2893,289.5,4.6,219,
20250320 09:19:45,280_380V_10A_5,238,726.2,10,2893,289.5,4.6,219,
20250320 09:19:45,280_380V_10A_5,239,726,9.99,2895,289.5,4.6,219,
20250320 09:19:46,280_380V_10A_5,239,726.9,9.99,2892,289.5,4.6,219,
20250320 09:19:46,280_380V_10A_5,238,727.1,10,2895,289.5,4.5,219,
20250320 09:19:47,280_380V_10A_5,238,726.5,9.99,2896,289.5,4.5,218.5,
20250320 09:19:47,280_380V_10A_5,238,727.2,10,2893,289.6,4.5,218.5,
20250320 09:19:48,280_380V_10A_5,234,704.5,9.99,2796,279.5,4.4,219,
20250320 09:19:48,280_380V_10A_5,231,702.2,9.99,2793,279.6,4.4,218.5,
20250320 09:19:49,280_380V_10A_5,231,703.1,9.99,2792,279.5,4.4,218.5,
20250320 09:19:50,280_380V_10A_5,232,702.9,10,2796,279.6,4.4,218.5,
20250320 09:19:50,280_380V_10A_5,233,702.3,10,2796,279.6,4.4,218.5,
20250320 09:19:50,280_380V_10A_5,231,703,9.99,2796,279.6,4.4,218.5,
20250320 09:19:51,280_380V_10A_5,233,702.2,9.99,2796,279.6,4.4,219,
20250320 09:19:52,280_380V_10A_5,232,703.3,9.99,2793,279.6,4.4,219,
20250320 09:19:52,280_380V_10A_5,232,703,9.99,2793,279.6,4.4,219,
20250320 09:19:53,280_380V_10A_5,231,747.4,1.33,282,279.4,0,219.5,
