DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 09:33:50,280_380V_10A_7,178,687.1,9.99,2996,299.6,4.7,219,
20250320 09:33:50,280_380V_10A_7,176,688.1,10,2992,299.5,4.7,218.5,
20250320 09:33:51,280_380V_10A_7,179,687.6,9.99,2996,299.5,4.7,218.5,
20250320 09:33:51,280_380V_10A_7,177,687.2,10,2992,299.6,4.7,218.5,
20250320 09:33:52,280_380V_10A_7,177,687.5,10,2993,299.5,4.7,218.5,
20250320 09:33:52,280_380V_10A_7,178,688.5,10,2995,299.5,4.7,218.5,
20250320 09:33:53,280_380V_10A_7,156,687.9,10,3091.5,309.5,4.8,218.5,
20250320 09:33:54,280_380V_10A_7,156,688,10,3091.5,309.5,4.9,218.5,
20250320 09:33:54,280_380V_10A_7,158,687.5,9.99,3095,309.5,4.8,218.5,
20250320 09:33:55,280_380V_10A_7,157,688,9.99,3095,309.5,4.9,219,
20250320 09:33:55,280_380V_10A_7,158,686.8,9.99,3095,309.5,4.9,219,
20250320 09:33:56,280_380V_10A_7,156,687.1,10,3091.5,309.5,4.9,219,
20250320 09:33:56,280_380V_10A_7,158,687.1,10,3091.5,309.5,4.9,218.5,
20250320 09:33:57,280_380V_10A_7,157,687.5,10,3095,309.5,4.9,218.5,
20250320 09:33:57,280_380V_10A_7,157,688,10,3091.5,309.5,4.8,218.5,
20250320 09:33:58,280_380V_10A_7,158,687.9,9.99,3095,309.5,4.8,218.5,
20250320 09:33:58,280_380V_10A_7,261,801,10,3193,319.3,5,218.5,
20250320 09:33:59,280_380V_10A_7,261,801.2,10,3194,319.4,5,218.5,
20250320 09:33:59,280_380V_10A_7,262,800.7,9.99,3194,319.4,5,218.5,
20250320 09:34:00,280_380V_10A_7,262,801.6,10,3190.5,319.3,5,218.5,
20250320 09:34:00,280_380V_10A_7,262,801,9.99,3194,319.4,5,218.5,
20250320 09:34:01,280_380V_10A_7,262,802.6,10,3194,319.4,5,218.5,
20250320 09:34:01,280_380V_10A_7,262,801.3,10,3194,319.5,5,218.5,
20250320 09:34:02,280_380V_10A_7,261,801.5,10,3193,319.3,5,219,
20250320 09:34:02,280_380V_10A_7,262,801.4,10,3190.5,319.4,5,218.5,
20250320 09:34:03,280_380V_10A_7,241,800.7,9.99,3290.5,329.4,5.2,218.5,
20250320 09:34:03,280_380V_10A_7,244,803.8,10,3290.5,329.4,5.2,218.5,
20250320 09:34:04,280_380V_10A_7,245,802.2,9.99,3294,329.4,5.2,218.5,
20250320 09:34:04,280_380V_10A_7,244,803.4,10,3294,329.4,5.2,218.5,
20250320 09:34:05,280_380V_10A_7,243,803.6,10,3293,329.4,5.1,218.5,
20250320 09:34:05,280_380V_10A_7,244,802.7,10,3289.5,329.4,5.2,218.5,
20250320 09:34:06,280_380V_10A_7,245,803.7,10,3294,329.4,5.2,218.5,
20250320 09:34:06,280_380V_10A_7,244,802.3,9.99,3294,329.4,5.2,218.5,
20250320 09:34:07,280_380V_10A_7,243,802.6,10,3294,329.3,5.2,218.5,
20250320 09:34:07,280_380V_10A_7,242,802.5,10,3290.5,329.4,5.1,218.5,
20250320 09:34:08,280_380V_10A_7,225,803.3,9.99,3394,339.4,5.3,218.5,
20250320 09:34:08,280_380V_10A_7,224,803.6,10,3394,339.4,5.4,218.5,
20250320 09:34:09,280_380V_10A_7,222,802.3,10,3391.5,339.5,5.3,219,
20250320 09:34:09,280_380V_10A_7,224,803.3,9.99,3395,339.5,5.3,219,
20250320 09:34:10,280_380V_10A_7,225,803.6,9.99,3394,339.4,5.3,218.5,
20250320 09:34:10,280_380V_10A_7,223,802.5,9.99,3395,339.4,5.4,218.5,
20250320 09:34:11,280_380V_10A_7,222,803.2,10,3390.5,339.4,5.4,218.5,
20250320 09:34:11,280_380V_10A_7,223,802.7,10,3391.5,339.5,5.4,218.5,
20250320 09:34:12,280_380V_10A_7,223,803.2,9.99,3394,339.4,5.3,218.5,
20250320 09:34:12,280_380V_10A_7,225,802.1,9.99,3394,339.4,5.3,218.5,
20250320 09:34:13,280_380V_10A_7,201,803.4,9.99,3494,349.4,5.5,218.5,
20250320 09:34:13,280_380V_10A_7,202,803.5,9.99,3494,349.4,5.5,218.5,
20250320 09:34:14,280_380V_10A_7,201,801.9,9.99,3494,349.4,5.5,218.5,
20250320 09:34:15,280_380V_10A_7,201,803.4,10,3489.5,349.3,5.5,218.5,
20250320 09:34:15,280_380V_10A_7,202,802.8,9.99,3494,349.4,5.5,219,
20250320 09:34:16,280_380V_10A_7,202,802.9,9.99,3494,349.4,5.5,218.5,
20250320 09:34:16,280_380V_10A_7,202,802.6,9.99,3494,349.4,5.5,218.5,
20250320 09:34:17,280_380V_10A_7,201,803.1,10,3490.5,349.4,5.5,218.5,
20250320 09:34:17,280_380V_10A_7,201,803.1,10,3490.5,349.4,5.5,218.5,
20250320 09:34:18,280_380V_10A_7,202,803.1,9.98,3589,359.3,5.6,218.5,
20250320 09:34:18,280_380V_10A_7,180,803.8,9.99,3593,359.3,5.7,218.5,
20250320 09:34:19,280_380V_10A_7,178,802.7,10,3590,359.3,5.6,218.5,
20250320 09:34:19,280_380V_10A_7,179,803.3,10,3593,359.3,5.6,218.5,
20250320 09:34:20,280_380V_10A_7,179,803.3,9.99,3593,359.3,5.6,218.5,
20250320 09:34:20,280_380V_10A_7,178,802.9,10,3589,359.3,5.7,218.5,
20250320 09:34:21,280_380V_10A_7,180,802.9,9.99,3593,359.3,5.6,218.5,
20250320 09:34:21,280_380V_10A_7,180,802.9,9.99,3593,359.4,5.6,218.5,
20250320 09:34:22,280_380V_10A_7,178,802.8,10,3589,359.3,5.6,218.5,
20250320 09:34:22,280_380V_10A_7,178,802.5,10,3594,359.4,5.7,218.5,
20250320 09:34:23,280_380V_10A_7,168,802.7,9.99,3693,369.2,5.8,218.5,
20250320 09:34:24,280_380V_10A_7,168,803.4,10,3688,369.2,5.8,218.5,
20250320 09:34:24,280_380V_10A_7,168,802.8,10,3689,369.3,5.7,218.5,
20250320 09:34:25,280_380V_10A_7,168,802.1,9.99,3693,369.3,5.8,218.5,
20250320 09:34:25,280_380V_10A_7,168,801.9,10,3689,369.3,5.8,218.5,
20250320 09:34:26,280_380V_10A_7,167,802.5,9.99,3693,369.3,5.7,218.5,
20250320 09:34:26,280_380V_10A_7,168,803.5,9.99,3692,369.3,5.8,218.5,
20250320 09:34:27,280_380V_10A_7,168,802.3,9.99,3693,369.3,5.7,218.5,
20250320 09:34:27,280_380V_10A_7,168,802.2,10,3689,369.3,5.8,218.5,
20250320 09:34:28,280_380V_10A_7,179,802.9,9.99,3793,379.3,6,218.5,
20250320 09:34:28,280_380V_10A_7,179,804,9.99,3793,379.4,6,219,
20250320 09:34:29,280_380V_10A_7,177,803,10,3789,379.3,6,218.5,
20250320 09:34:30,280_380V_10A_7,179,803.1,10,3789,379.3,5.9,218.5,
20250320 09:34:30,280_380V_10A_7,179,803.7,9.99,3793,379.3,5.9,218.5,
20250320 09:34:31,280_380V_10A_7,180,802.3,9.99,3793,379.4,5.9,218.5,
20250320 09:34:31,280_380V_10A_7,179,802.6,9.99,3793,379.3,6,218.5,
20250320 09:34:31,280_380V_10A_7,177,804.2,9.99,3794,379.3,5.9,218.5,
20250320 09:34:32,280_380V_10A_7,176,802.1,10,3790,379.5,6,218.5,
20250320 09:34:32,280_380V_10A_7,176,803,10,3790,379.3,5.9,218.5,
20250320 09:34:33,280_380V_10A_7,168,802.7,10,3689,369.2,5.8,218.5,
20250320 09:34:33,280_380V_10A_7,168,803.7,9.99,3693,369.2,5.8,218.5,
20250320 09:34:34,280_380V_10A_7,168,803.5,9.99,3693,369.3,5.7,218.5,
20250320 09:34:34,280_380V_10A_7,168,802.1,10,3689,369.3,5.8,218.5,
20250320 09:34:35,280_380V_10A_7,167,803.4,9.99,3689,369.3,5.8,218.5,
20250320 09:34:36,280_380V_10A_7,168,802.8,9.99,3692,369.3,5.8,218.5,
20250320 09:34:36,280_380V_10A_7,168,802.9,10,3688,369.2,5.8,218.5,
20250320 09:34:37,280_380V_10A_7,168,803.2,9.99,3693,369.3,5.8,218.5,
20250320 09:34:37,280_380V_10A_7,169,802.4,9.99,3693,369.3,5.8,218.5,
20250320 09:34:38,280_380V_10A_7,168,803.6,9.99,3693,359.4,5.7,218.5,
20250320 09:34:38,280_380V_10A_7,178,802.9,10,3589,359.3,5.6,218.5,
20250320 09:34:39,280_380V_10A_7,179,802,9.99,3593,359.3,5.6,218.5,
20250320 09:34:39,280_380V_10A_7,179,803.5,9.99,3593,359.3,5.6,218.5,
20250320 09:34:40,280_380V_10A_7,178,803.5,10,3589,359.3,5.6,218.5,
20250320 09:34:40,280_380V_10A_7,178,802.7,10,3589,359.3,5.6,218.5,
20250320 09:34:41,280_380V_10A_7,179,803,10,3589,359.3,5.6,218.5,
20250320 09:34:41,280_380V_10A_7,179,803.4,10,3589,359.3,5.7,218.5,
20250320 09:34:42,280_380V_10A_7,180,802.2,9.99,3593,359.3,5.7,219,
20250320 09:34:42,280_380V_10A_7,178,803.2,10,3590,359.3,5.6,218.5,
20250320 09:34:43,280_380V_10A_7,201,804.2,10,3490.5,349.4,5.5,219,
20250320 09:34:43,280_380V_10A_7,202,802.9,9.99,3494,349.4,5.5,219,
20250320 09:34:44,280_380V_10A_7,199,802.5,10,3490.5,349.4,5.5,218.5,
20250320 09:34:44,280_380V_10A_7,202,802.4,10,3490.5,349.4,5.5,218.5,
20250320 09:34:45,280_380V_10A_7,202,804,9.99,3494,349.4,5.5,218.5,
20250320 09:34:46,280_380V_10A_7,200,802.9,10,3490.5,349.4,5.5,218.5,
20250320 09:34:46,280_380V_10A_7,201,803.3,10,3490.5,349.4,5.5,218.5,
20250320 09:34:47,280_380V_10A_7,202,802.9,10,3494,349.4,5.5,218.5,
20250320 09:34:47,280_380V_10A_7,202,802.8,9.99,3494,349.4,5.5,218.5,
20250320 09:34:48,280_380V_10A_7,202,802,9.99,3493,349.4,5.5,218.5,
20250320 09:34:48,280_380V_10A_7,222,803.4,10,3391.5,339.4,5.3,218.5,
20250320 09:34:48,280_380V_10A_7,222,802,10,3391.5,339.5,5.3,219,
20250320 09:34:49,280_380V_10A_7,223,803,9.99,3394,339.5,5.3,219,
20250320 09:34:50,280_380V_10A_7,222,802.7,9.99,3395,339.5,5.3,219,
20250320 09:34:50,280_380V_10A_7,222,802.5,10,3391.5,339.5,5.3,219,
20250320 09:34:51,280_380V_10A_7,224,802.9,9.99,3394,339.5,5.4,218.5,
20250320 09:34:51,280_380V_10A_7,222,802.3,10,3390.5,339.4,5.3,218.5,
20250320 09:34:52,280_380V_10A_7,222,803.2,10,3390.5,339.4,5.3,218.5,
20250320 09:34:52,280_380V_10A_7,222,802.7,10,3390.5,339.5,5.3,218.5,
20250320 09:34:53,280_380V_10A_7,243,803.9,10,3293,329.3,5.2,218.5,
20250320 09:34:53,280_380V_10A_7,245,802.4,9.99,3294,329.4,5.2,218.5,
20250320 09:34:54,280_380V_10A_7,243,802.5,10,3290.5,329.4,5.2,218.5,
20250320 09:34:55,280_380V_10A_7,245,802.6,10,3293,329.4,5.2,218.5,
20250320 09:34:55,280_380V_10A_7,244,802.1,9.99,3294,329.5,5.2,218.5,
20250320 09:34:56,280_380V_10A_7,245,803.4,9.99,3294,329.4,5.2,219,
20250320 09:34:56,280_380V_10A_7,244,802.6,9.99,3295,329.4,5.2,219,
20250320 09:34:57,280_380V_10A_7,243,803.8,10,3290.5,329.4,5.2,219,
20250320 09:34:57,280_380V_10A_7,244,802.9,9.99,3294,329.4,5.2,219,
20250320 09:34:58,280_380V_10A_7,262,802.1,9.99,3194,319.4,5,219,
20250320 09:34:59,280_380V_10A_7,262,801.2,9.99,3190.5,319.4,5,218.5,
20250320 09:34:59,280_380V_10A_7,262,801.7,10,3194,319.3,5,219,
20250320 09:35:00,280_380V_10A_7,262,800.9,10,3190.5,319.4,5,218.5,
20250320 09:35:00,280_380V_10A_7,261,801.6,9.99,3194,319.4,5,218.5,
20250320 09:35:00,280_380V_10A_7,261,801.3,9.99,3194,319.4,5,218.5,
20250320 09:35:01,280_380V_10A_7,261,801.2,9.99,3194,319.4,5,218.5,
20250320 09:35:01,280_380V_10A_7,262,800.7,9.99,3194,319.4,5,218.5,
20250320 09:35:02,280_380V_10A_7,261,802,10,3194,319.4,5,218.5,
20250320 09:35:03,280_380V_10A_7,281,803,9.99,3091.5,309.5,4.8,219,
20250320 09:35:03,280_380V_10A_7,253,777.2,10,3095,309.5,4.9,219,
20250320 09:35:04,280_380V_10A_7,254,776.3,9.99,3095,309.5,4.8,219,
20250320 09:35:04,280_380V_10A_7,253,776.6,10,3095,309.5,4.9,219,
20250320 09:35:05,280_380V_10A_7,254,776.5,9.99,3095,309.5,4.9,219,
20250320 09:35:06,280_380V_10A_7,253,777.2,10,3095,309.5,4.8,218.5,
20250320 09:35:06,280_380V_10A_7,253,776.3,10,3095,309.5,4.8,219,
20250320 09:35:07,280_380V_10A_7,253,776.9,10,3095,309.4,4.9,218.5,
20250320 09:35:07,280_380V_10A_7,254,776,10,3095,309.5,4.9,218.5,
20250320 09:35:08,280_380V_10A_7,274,778.1,10,2995,299.6,4.7,218.5,
20250320 09:35:08,280_380V_10A_7,246,751.9,10,2992,299.5,4.7,218.5,
20250320 09:35:09,280_380V_10A_7,245,750.8,9.99,2995,299.6,4.7,218.5,
20250320 09:35:09,280_380V_10A_7,246,751.5,9.99,2996,299.6,4.7,218.5,
20250320 09:35:10,280_380V_10A_7,245,752,9.99,2996,299.6,4.7,218.5,
20250320 09:35:10,280_380V_10A_7,247,752,10,2992,299.6,4.7,219,
20250320 09:35:11,280_380V_10A_7,246,751.3,9.99,2996,299.6,4.7,219,
20250320 09:35:11,280_380V_10A_7,245,752,10,2992,299.5,4.7,219,
20250320 09:35:12,280_380V_10A_7,246,751.3,9.99,2996,299.5,4.7,219,
20250320 09:35:12,280_380V_10A_7,246,750.9,9.99,2996,299.6,4.7,218.5,
20250320 09:35:13,280_380V_10A_7,244,731.7,9.99,2892,289.5,4.5,218.5,
20250320 09:35:13,280_380V_10A_7,239,726.9,9.99,2895,289.5,4.5,218.5,
20250320 09:35:14,280_380V_10A_7,238,727.1,10,2892,289.5,4.6,219,
20250320 09:35:15,280_380V_10A_7,239,725.6,9.99,2896,289.5,4.6,219,
20250320 09:35:15,280_380V_10A_7,239,726.4,9.99,2895,289.5,4.6,218.5,
20250320 09:35:16,280_380V_10A_7,238,726.3,10,2892,289.5,4.6,218.5,
20250320 09:35:16,280_380V_10A_7,239,726,9.99,2895,289.5,4.6,218.5,
20250320 09:35:17,280_380V_10A_7,237,726.5,9.99,2895,289.5,4.6,218.5,
20250320 09:35:17,280_380V_10A_7,237,726.1,10,2892,289.5,4.6,219,
20250320 09:35:18,280_380V_10A_7,243,718.6,9.99,2793,279.6,4.3,219,
20250320 09:35:18,280_380V_10A_7,233,702.8,10,2793,279.5,4.4,219,
20250320 09:35:19,280_380V_10A_7,233,702.7,9.99,2795,279.5,4.4,219,
20250320 09:35:20,280_380V_10A_7,231,702.3,10,2792,279.5,4.4,219,
20250320 09:35:20,280_380V_10A_7,232,702.3,9.99,2795,279.5,4.4,218.5,
20250320 09:35:21,280_380V_10A_7,231,701.9,10,2793,279.5,4.4,219,
20250320 09:35:21,280_380V_10A_7,231,702.8,9.99,2796,279.5,4.4,218.5,
20250320 09:35:22,280_380V_10A_7,233,702.7,9.99,2795,279.5,4.4,218.5,
20250320 09:35:23,280_380V_10A_7,300,669.7,2.91,628.5,279.4,0,219.5,
