DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 14:38:27,280_380V_5A_1,300,125.5,0.09,25,279.4,0,219,
20250320 14:38:28,280_380V_5A_1,300,125.2,0.09,25,279.5,0,219,
20250320 14:38:29,280_380V_5A_1,300,153.3,0.09,25,279.4,0.2,219,
20250320 14:38:29,280_380V_5A_1,300,458.1,0.09,25,279.4,0.4,219,
20250320 14:38:30,280_380V_5A_1,300,696.1,0.09,25,279.5,0.4,219,
20250320 14:38:31,280_380V_5A_1,300,702.3,0.09,25,279.4,0.1,219,
20250320 14:38:31,280_380V_5A_1,300,686.7,5,1397,279.5,2.3,219,
20250320 14:38:32,280_380V_5A_1,300,686.4,4.99,1399.5,279.6,2.4,218.5,
20250320 14:38:33,280_380V_5A_1,300,686.2,4.99,1394.5,279.5,2.3,218.5,
20250320 14:38:33,280_380V_5A_1,300,685.7,5,1397,279.7,2.3,218.5,
20250320 14:38:34,280_380V_5A_1,300,686.1,5,1397,279.7,2.3,218.5,
20250320 14:38:34,280_380V_5A_1,300,687,5,1397,279.7,2.3,218.5,
20250320 14:38:35,280_380V_5A_1,300,686.8,5,1396.5,279.7,2.3,219,
20250320 14:38:35,280_380V_5A_1,300,686.4,5,1397,279.8,2.3,219,
20250320 14:38:36,280_380V_5A_1,300,685.5,4.99,1443.5,289.7,2.4,219,
20250320 14:38:36,280_380V_5A_1,300,686,4.99,1447,289.7,2.4,219,
20250320 14:38:37,280_380V_5A_1,300,686.8,4.99,1449,289.8,2.4,219,
20250320 14:38:37,280_380V_5A_1,300,686.7,4.99,1449.5,289.3,2.4,219,
20250320 14:38:38,280_380V_5A_1,300,685.2,5,1446.5,289.7,2.4,219,
20250320 14:38:38,280_380V_5A_1,300,686.6,5,1444,289.5,2.4,219,
20250320 14:38:39,280_380V_5A_1,300,686,4.99,1444.5,289.1,2.4,219,
20250320 14:38:40,280_380V_5A_1,300,686.1,4.99,1442.5,289,2.4,218.5,
20250320 14:38:40,280_380V_5A_1,300,686.4,4.99,1442.5,289.1,2.4,218.5,
