DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 09:59:33,280_380V_10A_10,300,154.7,0.08,22,279.4,0,218.5,
20250320 09:59:35,280_380V_10A_10,300,154,0.08,22,279.4,0,218.5,
20250320 09:59:36,280_380V_10A_10,300,153.4,0.09,22,279.4,0,218.5,
20250320 09:59:36,280_380V_10A_10,300,339.5,0.09,25,279.4,0.5,219,
20250320 09:59:37,280_380V_10A_10,300,550.9,0.08,25,279.4,0.6,219,
20250320 09:59:37,280_380V_10A_10,300,690.8,0.08,25,279.4,0.7,219,
20250320 09:59:38,280_380V_10A_10,300,722.8,0.08,195.5,279.6,0.9,219,
20250320 09:59:39,280_380V_10A_10,300,697.5,6.49,2273,279.5,3.8,218.5,
20250320 09:59:39,280_380V_10A_10,233,702.6,9.99,2796,279.6,4.4,218.5,
20250320 09:59:40,280_380V_10A_10,233,702.5,9.99,2795,279.5,4.4,218.5,
20250320 09:59:40,280_380V_10A_10,231,702.1,10,2792,279.5,4.4,218.5,
20250320 09:59:41,280_380V_10A_10,232,703,10,2792,279.6,4.4,218.5,
20250320 09:59:41,280_380V_10A_10,233,702.3,9.99,2796,279.5,4.4,218.5,
20250320 09:59:42,280_380V_10A_10,232,703,10,2795,279.5,4.4,218.5,
20250320 09:59:42,280_380V_10A_10,233,703.4,9.99,2795,279.5,4.4,218.5,
20250320 09:59:43,280_380V_10A_10,232,702.1,10,2792,279.5,4.4,219,
20250320 09:59:43,280_380V_10A_10,198,689.7,10,2892,289.5,4.6,219,
20250320 09:59:44,280_380V_10A_10,197,688.1,10,2892,289.5,4.6,219,
20250320 09:59:44,280_380V_10A_10,199,687.9,9.99,2895,289.5,4.5,219,
20250320 09:59:45,280_380V_10A_10,198,687.6,10,2892,289.5,4.5,219,
20250320 09:59:46,280_380V_10A_10,200,687.6,9.99,2895,289.5,4.6,218.5,
20250320 09:59:46,280_380V_10A_10,197,688,9.99,2895,289.5,4.5,218.5,
20250320 09:59:47,280_380V_10A_10,197,687.6,10,2892,289.5,4.5,218.5,
20250320 09:59:47,280_380V_10A_10,198,686.3,9.99,2895,289.5,4.5,218.5,
20250320 09:59:48,280_380V_10A_10,199,687.5,9.99,2895,289.5,4.5,218.5,
20250320 09:59:48,280_380V_10A_10,178,687.9,9.99,2996,299.6,4.7,218.5,
20250320 09:59:49,280_380V_10A_10,177,688,10,2992,299.5,4.7,218.5,
20250320 09:59:49,280_380V_10A_10,177,687.7,10,2992,299.6,4.7,218.5,
