DateTime,Name,HV_SwitchingFreq_Rail1,VS_Bulk_HvDc,CS_Shunt_HVDC_R1,HV_OutPwr,VS_Vout_Sense_HVDC,MainsRMSCurrent,MainsRMSVoltage,
20250320 15:38:15,280_380V_5A_9,300,208.1,0.09,25,279.5,0,218.5,
20250320 15:38:17,280_380V_5A_9,300,207.5,0.09,25,279.4,0,219,
20250320 15:38:18,280_380V_5A_9,300,206.8,0.09,25,279.4,0,219,
20250320 15:38:18,280_380V_5A_9,300,206.5,0.09,25,279.4,0.1,219,
20250320 15:38:18,280_380V_5A_9,300,411.4,0.09,25,279.4,0.4,219,
20250320 15:38:19,280_380V_5A_9,300,656.4,0.09,25,279.4,0.4,219,
20250320 15:38:20,280_380V_5A_9,300,701,0.09,25,279.4,0.3,219,
20250320 15:38:20,280_380V_5A_9,300,702.5,0.09,25,279.4,0,219,
20250320 15:38:21,280_380V_5A_9,300,698.5,4.96,1388.5,279.5,2.3,219,
20250320 15:38:21,280_380V_5A_9,300,701.4,4.99,1397.5,279.6,2.3,219,
20250320 15:38:22,280_380V_5A_9,300,701,4.99,1397.5,279.6,2.3,219,
20250320 15:38:22,280_380V_5A_9,300,701.5,5,1398.5,279.6,2.3,219,
20250320 15:38:23,280_380V_5A_9,300,701.3,5,1398.5,279.7,2.2,218.5,
20250320 15:38:23,280_380V_5A_9,300,701.1,4.99,1394,279.5,2.3,218.5,
20250320 15:38:24,280_380V_5A_9,300,701.1,5,1394.5,279.5,2.3,218.5,
20250320 15:38:24,280_380V_5A_9,300,701.4,4.99,1396,279.5,2.3,218.5,
20250320 15:38:25,280_380V_5A_9,300,701.2,5,1397.5,279.5,2.3,218.5,
20250320 15:38:25,280_380V_5A_9,300,695.8,5,1443.5,289.8,2.3,218.5,
20250320 15:38:26,280_380V_5A_9,300,686.9,4.99,1443.5,289.7,2.4,219,
20250320 15:38:26,280_380V_5A_9,300,687.2,4.99,1446.5,289.4,2.4,219,
20250320 15:38:27,280_380V_5A_9,300,686.7,4.99,1441.5,289,2.4,219,
20250320 15:38:27,280_380V_5A_9,300,686.5,4.99,1442,289.1,2.4,219,
20250320 15:38:28,280_380V_5A_9,300,687,4.99,1442.5,289.7,2.4,219,
20250320 15:38:28,280_380V_5A_9,300,686.1,5,1445.5,289.2,2.4,219,
20250320 15:38:29,280_380V_5A_9,300,686,5,1442.5,289.1,2.4,219,
20250320 15:38:29,280_380V_5A_9,300,686.3,5,1446.5,289.8,2.3,219,
20250320 15:38:30,280_380V_5A_9,300,686.6,4.99,1442.5,289.2,2.4,219,
20250320 15:38:30,280_380V_5A_9,300,687.2,4.99,1496,299.9,2.4,219,
20250320 15:38:31,280_380V_5A_9,300,687,4.99,1497.5,299.2,2.4,219,
20250320 15:38:31,280_380V_5A_9,300,686.6,4.99,1492.5,299.2,2.4,219,
20250320 15:38:32,280_380V_5A_9,300,686.1,5,1493,299.2,2.4,218.5,
20250320 15:38:32,280_380V_5A_9,300,686.7,5,1499.5,299.8,2.4,218.5,
20250320 15:38:33,280_380V_5A_9,300,687.1,4.99,1496.5,299.4,2.4,218.5,
20250320 15:38:33,280_380V_5A_9,300,686.8,5,1496.5,299.4,2.4,218.5,
20250320 15:38:34,280_380V_5A_9,300,686.3,5,1493.5,299.7,2.4,218.5,
20250320 15:38:35,280_380V_5A_9,300,686.4,5,1499.5,299.8,2.4,218.5,
20250320 15:38:35,280_380V_5A_9,300,686.8,4.99,1542.5,309.6,2.5,219,
20250320 15:38:35,280_380V_5A_9,300,687.4,5,1543,309.3,2.5,219,
20250320 15:38:36,280_380V_5A_9,300,687.7,5,1546,309.3,2.5,219,
20250320 15:38:37,280_380V_5A_9,300,687.3,4.99,1548,309.6,2.5,219,
20250320 15:38:37,280_380V_5A_9,300,687.6,5,1544.5,309.6,2.5,219,
20250320 15:38:38,280_380V_5A_9,300,687.3,4.99,1544.5,309.4,2.5,219,
20250320 15:38:38,280_380V_5A_9,300,688.5,4.99,1546.5,309.3,2.4,219,
20250320 15:38:39,280_380V_5A_9,300,688.1,4.99,1546,309.3,2.4,219,
20250320 15:38:39,280_380V_5A_9,300,687.8,4.99,1543.5,309.4,2.5,219,
20250320 15:38:40,280_380V_5A_9,300,687.3,4.99,1547,309.3,2.4,219,
20250320 15:38:40,280_380V_5A_9,260,687.6,5,1593,319.3,2.6,219,
20250320 15:38:41,280_380V_5A_9,260,687.9,5,1596.5,319.4,2.5,219,
20250320 15:38:41,280_380V_5A_9,260,688.1,4.99,1596.5,319.3,2.6,218.5,
20250320 15:38:42,280_380V_5A_9,260,688,4.99,1596.5,319.3,2.6,218.5,
20250320 15:38:42,280_380V_5A_9,260,687.6,4.99,1593,319.3,2.6,218.5,
20250320 15:38:43,280_380V_5A_9,261,687.4,4.99,1596.5,319.3,2.6,218.5,
20250320 15:38:44,280_380V_5A_9,259,688,4.99,1593,319.3,2.6,218.5,
20250320 15:38:44,280_380V_5A_9,260,687.7,5,1593,319.3,2.6,219,
20250320 15:38:45,280_380V_5A_9,158,686.6,5.06,1662,329.3,2.9,219,
20250320 15:38:46,280_380V_5A_9,300,767.7,5,1646,329.3,2.6,219,
20250320 15:38:46,280_380V_5A_9,300,767.9,5,1646,329.6,2.6,219,
20250320 15:38:47,280_380V_5A_9,300,767.4,4.99,1645,329.7,2.6,219,
20250320 15:38:47,280_380V_5A_9,300,766.2,5,1644.5,328.9,2.6,219,
20250320 15:38:48,280_380V_5A_9,300,766.4,5,1646,329.2,2.6,219,
20250320 15:38:48,280_380V_5A_9,300,767.3,4.99,1648,329.5,2.7,219,
20250320 15:38:49,280_380V_5A_9,300,765.5,5,1648.5,329.3,2.7,219,
20250320 15:38:49,280_380V_5A_9,300,766.4,5,1646.5,328.9,2.7,219,
20250320 15:38:50,280_380V_5A_9,300,765.8,4.99,1696.5,339.1,2.7,219,
20250320 15:38:51,280_380V_5A_9,300,766.7,5,1692,339.1,2.7,218.5,
20250320 15:38:51,280_380V_5A_9,300,768.4,4.99,1698.5,339.4,2.7,218.5,
20250320 15:38:52,280_380V_5A_9,300,766.8,4.99,1696.5,339.2,2.7,218.5,
20250320 15:38:52,280_380V_5A_9,300,765.9,5,1695,339,2.7,218.5,
20250320 15:38:53,280_380V_5A_9,300,765.4,5,1695,339,2.7,218.5,
20250320 15:38:53,280_380V_5A_9,300,767.1,5,1699,339.7,2.7,218.5,
20250320 15:38:54,280_380V_5A_9,300,766.6,4.99,1699.5,339.3,2.7,219,
20250320 15:38:55,280_380V_5A_9,300,767.2,5,1698,339.5,2.7,219,
20250320 15:38:55,280_380V_5A_9,300,767.8,4.99,1748,349.6,2.7,219,
20250320 15:38:56,280_380V_5A_9,300,768.1,5,1748,349.5,2.7,219,
20250320 15:38:56,280_380V_5A_9,300,767.7,5,1746,349.5,2.7,219,
20250320 15:38:57,280_380V_5A_9,300,767.8,4.99,1747.5,349.5,2.7,219,
20250320 15:38:57,280_380V_5A_9,300,767.3,5,1747.5,349.5,2.7,219,
20250320 15:38:58,280_380V_5A_9,300,768.4,4.99,1743.5,349.3,2.7,219,
20250320 15:38:58,280_380V_5A_9,300,767.6,5,1743,349.3,2.7,219,
20250320 15:38:59,280_380V_5A_9,300,767.1,5,1743,349.3,2.8,219,
20250320 15:38:59,280_380V_5A_9,300,767.7,4.99,1747.5,349.5,2.7,219,
20250320 15:39:00,280_380V_5A_9,300,768.1,4.99,1796.5,359.3,2.8,218.5,
20250320 15:39:01,280_380V_5A_9,287,767.8,4.99,1792.5,359.3,2.9,218.5,
20250320 15:39:01,280_380V_5A_9,286,767.6,4.99,1792.5,359.3,2.9,218.5,
20250320 15:39:02,280_380V_5A_9,287,767.8,5,1796.5,359.3,2.9,218.5,
20250320 15:39:02,280_380V_5A_9,286,767.5,4.99,1792.5,359.3,2.9,218.5,
20250320 15:39:03,280_380V_5A_9,289,767.4,4.99,1796.5,359.3,2.9,218.5,
20250320 15:39:03,280_380V_5A_9,287,767.4,4.99,1792.5,359.3,2.9,219,
20250320 15:39:04,280_380V_5A_9,288,767.7,5,1796.5,359.2,2.8,219,
20250320 15:39:05,280_380V_5A_9,287,766.9,5,1796.5,359.3,2.9,219,
20250320 15:39:05,280_380V_5A_9,203,768.8,5,1842.5,369.2,2.9,219,
20250320 15:39:06,280_380V_5A_9,204,767.7,5,1842,369.2,2.9,219,
20250320 15:39:06,280_380V_5A_9,204,767.9,4.99,1846,369.2,2.9,218.5,
20250320 15:39:07,280_380V_5A_9,203,767.7,5,1842,369.2,2.9,218.5,
20250320 15:39:07,280_380V_5A_9,205,768.2,4.99,1846,369.2,2.9,219,
20250320 15:39:08,280_380V_5A_9,204,768.3,5,1846,369.2,2.9,219,
20250320 15:39:09,280_380V_5A_9,203,767.4,5,1842,369.2,2.9,219,
20250320 15:39:09,280_380V_5A_9,206,767.5,4.99,1846,369.2,3,219,
20250320 15:39:10,280_380V_5A_9,204,767,4.99,1846,369.2,3,218.5,
20250320 15:39:10,280_380V_5A_9,203,767.3,5,1896,379.3,3.1,218.5,
20250320 15:39:11,280_380V_5A_9,229,778.4,5,1896,379.3,3,218.5,
20250320 15:39:11,280_380V_5A_9,230,778.9,4.99,1892,379.2,3,218.5,
20250320 15:39:12,280_380V_5A_9,229,778.5,5,1892.5,379.3,3,218.5,
20250320 15:39:12,280_380V_5A_9,229,777.8,4.99,1896,379.2,3,218.5,
20250320 15:39:13,280_380V_5A_9,229,777.4,4.99,1896.5,379.3,3,219,
20250320 15:39:13,280_380V_5A_9,229,777.7,5,1892,379.2,3,219,
20250320 15:39:14,280_380V_5A_9,229,778,4.99,1896.5,379.2,3,219,
